PERIOD,SITE_REFERENCE,UPRN,LA_REFERENCE,EASTING,NORTHING,SAO_DESCRIPTION,PAO_DESCRIPTION,STREET_DESCRIPTION,LOCALITY_DESCRIPTION,TOWN_DESCRIPTION,POSTCODE,AUTHORITY,COUNTY,REGION,AREA,LANDTYPE,PREVIOUS_LAND_USE,CURRENT_LAND_USE,PLANNING_STATUS,PROPOSED_USE,HOUSING_SUITABILITY,MOST_SUITABLE_USE,EST_HOUSING_CAPACITY,HOUSING_DENSITY,OWNERSHIP,GENERAL_SITE_INFORMATION
2007,539000058,,,523400,180900,,WHITE CITY OPPORTUNITY AREA,WOOD LANE,,LONDON,W12,Hammersmith and Fulham,G. London,London,30.000,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Allocated in Local Plan,Mixed with Housing,Yes,Employment,1200,40,Private,STRATEGIC EMPLOYMENT AREA INDUSTRIAL BUSINESS PARK INCLUDED IN RPG3
2007,539000059,,,523270,178700,,HAMMERSMITH STATION CAR PARK,HAMMERSMITH GROVE,,LONDON,W6,Hammersmith and Fulham,G. London,London,0.630,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Employment,Yes,Employment,41,65,Other Public,
2007,539000065,,,523450,178580,,CENTRE WEST 2,HAMMERSMITH BROADWAY,,LONDON,W6,Hammersmith and Fulham,G. London,London,0.320,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Detailed Planning Permission,Employment,No,Employment,0,0,Don't know,
2007,539000067,,,523220,177950,,HAMMERSMITH EMBANKMENT SITE,DISTILLERY ROAD,,LONDON,W6,Hammersmith and Fulham,G. London,London,2.901,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Detailed Planning Permission,Employment,Yes,Employment,12,4,Private,PLANNING PERMISSION INCLUDES 12 HOUSES. HOUSE DENSITY 65. B1 OFFICE FROM 3 TO 6 STORY. OPEN SPACE
2007,539000078,,,524380,176055,,84 TO 88,FULHAM HIGH STREET,,LONDON,SW6,Hammersmith and Fulham,G. London,London,0.365,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Education,Detailed Planning Permission,Housing,Yes,Housing,46,126,Private,PERMISSION FOR MIXED USE
2007,539000083,,,524990,176611,,70 TO 74 AND 82 TO 84,PARSONS GREEN LANE,,LONDON,SW6,Hammersmith and Fulham,G. London,London,0.600,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Outline Planning Permission,Employment,Don't know,Employment,0,0,Private,OUTLINE PERMISSION FOR A3 A1 B1
2007,539000086,,,521330,179750,,WHOLE OF,LARDEN ROAD,EAST ACTON,LONDON,,Hammersmith and Fulham,G. London,London,2.400,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Detailed Planning Permission,Mixed with Housing,Yes,Housing,499,208,Private,Site visit 07. the majority of Larden road is terrace housing which is currently being resided in. Construction has started on a development fo 288 dwellings- 104 to rent and 184 to buy- housing association- genesis.
2007,539000087,,,524620,177490,,26 TO 38,RYLSTON ROAD,,LONDON,,Hammersmith and Fulham,G. London,London,0.188,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Storage,Storage,Detailed Planning Permission,Employment,Yes,Employment,12,64,Private,Site visited. Looks vacant and up for demolition
2007,539000091,,,526143,176648,,IMPERIAL WHARF PART2,TOWNMEAD ROAD,,LONDON,,Hammersmith and Fulham,G. London,London,4.880,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,UNUSED LAND,Manufacturing,Outline Planning Permission,Mixed without Housing,Yes,Mixed,600,123,Private,development to start in 2008
2007,542000005,,,530485,189455,,HARINGEY HEARTLANDS,HIGH STREET,HORNSEY,LONDON,N8,Haringey,G. London,London,26.240,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Storage,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,620,24,Don't know,Housing element on Hornsey Water Works site - Phase I completed Phase II under construction. Whole site in mixed ownsership.
2007,542000013,,UDP SSP5,528918,191631,,FORMER FRIERN BARNET SEWAGE WORKS,PINKHAM WAY,,LONDON,N10,Haringey,G. London,London,6.130,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,UTILITIES & INFRASTRUCTURE,Allocated in Local Plan,Employment,No,Employment,0,0,Local Authority,Adopted UDP July 2006 - SSP5
2007,542000019,,UDP 17,532751,188932,,341 TO 379,SEVEN SISTERS ROAD,,,N15,Haringey,G. London,London,0.420,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,With Draft Allocation,Mixed with Housing,Yes,Mixed,140,333,Private,Planning breif to be prepared. Is allocated in Adopted UDP July 2006 - SSP16
2007,542000028,,SSP6,529581,188880,,HORNSEY CENTRAL HOSPITAL,PARK ROAD,HARINGEY,LONDON,N8,Haringey,G. London,London,1.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Community Services,Detailed Planning Permission,Other,No,Other,0,0,Other Public,New application 2007/1823. Will supersede previous application. Adopted UDP July 2006 - SSP6
2007,542000045,,,533930,190721,,658,HIGH ROAD,,LONDON,N17,Haringey,G. London,London,0.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Detailed Planning Permission,Mixed with Housing,Yes,Mixed,13,16,Don't know,PP for 12 housing units plus offices.
2007,542000052,,,532380,187920,,85,EADE ROAD,,LONDON,N4,Haringey,G. London,London,0.620,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Allocated in Local Plan,Employment,No,Dont't know,0,0,Don't know,
2007,542000061,,SSP 33,528427,189159,,CRANWOOD HOME FOR THE ELDERLY,WOODSIDE AVENUE,,LONDON,N10,Haringey,G. London,London,0.554,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,RESIDENTIAL,Allocated in Local Plan,Other,No,Dont't know,0,0,Don't know,Not SSP in Adopted UDP July 2006
2007,542000063,,SSP 21,533619,188828,WARDS CORNER AND,COUNCIL OFFICES AT APEX HOUSE,HIGH ROAD,,LONDON,N17,Haringey,G. London,London,0.660,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,77,150,Don't know,Part of site in conservation area. Adopted UDP July 2006 - SSP21
2007,542000064,,SSP 19,533709,191487,,LAND ADJACENT RAILWAY LINE,WHITE HART LANE,,LONDON,N17,Haringey,G. London,London,1.380,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Manufacturing,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,80,200,Don't know,Adopted UDP July 2006 - SSP19
2007,542000066,,SSP 15,533482,188857,,SEVEN SISTERS AND,WESTERFIELD ROAD,,LONDON,N15,Haringey,G. London,London,0.940,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,55,80,Don't know,
2007,542000067,,SSP13,534010,191155,,SPURS FOOTBALL GROUND,HIGH ROAD,,LONDON,N17,Haringey,G. London,London,5.460,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,RECREATION & LEISRE,Allocated in Local Plan,Other,No,Other,0,0,Don't know,Part of site in conservation area and part one listed building. Adopted UDP July 2006 - SSP13
2007,542000070,,SSP 10,531265,190076,,PART OF,LYMINGTON AVENUE,,LONDON,N22,Haringey,G. London,London,0.350,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,21,150,Don't know,Planning Brief adopted September 2003
2007,542000071,,SSP9,530194,188331,,HORNSEY TOWN HALL,THE BROADWAY,,LONDON,N8,Haringey,G. London,London,1.380,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Local Authority,Listed building in conservation area. Adopted UDP July 2006 - SSP9
2007,542000072,,SSP 8,527874,190951,,GREENFIELD SCHOOL,COPPETTS ROAD,,LONDON,N10,Haringey,G. London,London,0.420,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Education,Allocated in Local Plan,Housing,Yes,Housing,28,67,Don't know,Adopted UDP July 2006 - SSP8
2007,542000076,,UDP ssp14,532435,188554,,ST ANNS HOSPITAL,ST ANNS ROAD,,LONDON,N15,Haringey,G. London,London,11.510,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Medical & health care services ,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,200,17,Other Public,Adopted UDP July 2006 -SSP14
2007,542000077,,,532297,189219,FORMER PETROL STATION,308,WEST GREEN ROAD,,LONDON,N15,Haringey,G. London,London,0.250,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,With Draft Allocation,Mixed with Housing,Yes,Mixed,50,200,Private,Planning Breif Adopted October 2004. Adopted UDP July 2006 - SSP12
2007,542000078,,,533486,188911,,SEVEN SISTERS AND,WESTERFIELD ROAD,,LONDON,,Haringey,G. London,London,0.550,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Car parks,Car parks,With Draft Allocation,Mixed with Housing,Yes,Mixed,250,454,Don't know,Planning Breif Adopted January 2004. Adopted UDP July 2006 - SSP15. Car park owned by LB Haringey other unknown
2007,542000079,,,534457,189521,TOTTENHAM INTERNATIONAL,TOTTENHAM HALE AND,HALE WHARF,,LONDON,,Haringey,G. London,London,138.890,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,TRANSPORT,Transport terminal & interchanges,With Draft Allocation,Mixed with Housing,Yes,Mixed,1260,9,Don't know,Includes Tottenham Hale Station the retail park Hale Wharf and Tottenham Marshes. In serveral ownership including Network Rail. Adopted UDP July 2006 - SSP20
2007,542000080,,,530366,188731,TEXACO GARAGE,TEXACO GARAGE,TOTTENHAM LANE,,LONDON,N8,Haringey,G. London,London,0.230,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,RETAIL,RETAIL,With Draft Allocation,Mixed with Housing,Yes,Mixed,43,187,Private,Adopted UDP July 2006 - SSP26
2007,542000081,,,533161,189252,,LAND AT,LAWRENCE ROAD,,LONDON,N15,Haringey,G. London,London,3.760,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,With Draft Allocation,Mixed with Housing,Yes,Mixed,135,36,Don't know,Adopted UDP July 2006 - SSP27
2007,542000082,,,533274,188575,,LAND AT,SEVEN SISTERS ROAD,,LONDON,N15,Haringey,G. London,London,0.540,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,INDUSTRY AND BUSINESS,INDUSTRY & BUSINESS,With Draft Allocation,Mixed with Housing,Yes,Mixed,100,185,Don't know,Includes Durnford Street and Gourley Place. Adopted UDP July 2006 - SSP28
2007,542000083,,,530857,190726,CIVIC CENTRE,CIVIC CENTRE,HIGH ROAD,,LONDON,N22,Haringey,G. London,London,1.220,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,COMMUNITY SERVICES,Community Services,With Draft Allocation,Mixed with Housing,Yes,Mixed,200,164,Local Authority,Planning Brief being prepared. Adopted UDP July 2006 - SSP30
2007,545000050,,19146042Z,516488,190507,BELMONT CIRCLE,BELMONT HEALTH CENTRE AND LAND ADJACENT,KENTON LANE,,STANMORE,HA7 2BH,Harrow,G. London,London,0.600,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Mixed without Housing,No,Mixed,0,0,Local Authority,UDP PROPOSAL SITE 11
2007,545000055,,21206016Z,515727,188027,,GAYTON ROAD CAR PARK,GAYTON ROAD,,HARROW,HA1 2HF,Harrow,G. London,London,0.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Housing,Yes,Housing,83,104,Local Authority,SITE WITHOUT PLANNING PERMISSION LAS 648                                                                                             UDP PROPOSAL SITE 5
2007,545000056,,18106015Z,518967,190430,,CLINIC AND ALLOTMENTS,ROCH AVENUE,,EDGWARE,HA8 6DP,Harrow,G. London,London,0.900,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Community Services,Allocated in Local Plan,Mixed with Housing,Yes,Dont't know,52,58,Local Authority,SITE WITHOUT PLANNING PERMISSION LAS 1245
2007,545000057,,16248001Z,517584,192540,,LAND AT STANMORE STATION AND ADJACENT LAND,LONDON ROAD,,STANMORE,HA7 4PD,Harrow,G. London,London,2.700,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Transport tracks & ways,Allocated in Local Plan,Mixed with Housing,Yes,Dont't know,75,28,Private,SITE WITHOUT PLANNING PERMISSION LAS 1246                                                                                           UDP PROPOSAL SITE 24
2007,545000079,,01256014,515458,188172,,ST ANNS SERVICE YARD AND COLLEGE ROAD FRONTAGE,HAVELOCK PLACE,,HARROW,HA1 1LJ,Harrow,G. London,London,0.720,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Shops,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,1,1,Private,UDP PROPOSAL SITE 9
2007,545000091,,27176690Z,518104,191068,EASTERN SITE,GOVERNMENT OFFICES,HONEYPOT LANE,,STANMORE,HA7 1BP,Harrow,G. London,London,1.200,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Offices,Outline Planning Permission,Housing,Yes,Housing,63,52,Other Public,WITH PLANNING PERMISSION NOT UNDER CONSTRUCTION LAS 1354                                                         UDP PROPOSAL SITE 27
2007,545000093,,27176031Z,519054,188850,,TERRITORIAL ARMY CENTRE,HONEYPOT LANE,,KINGSBURY,NW9 9QF,Harrow,G. London,London,1.390,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Defence,Allocated in Local Plan,Mixed with Housing,Yes,Dont't know,110,153,Other Public,SITE WITHOUT PLANNING PERMISSION                                                                                                            UDP PROPOSAL SITE 17
2007,545000096,,01216001Z,515552,188466,RO DEBENHAMS,LAND SOUTH OF,GREENHILL WAY,,HARROW,HA1 1LE,Harrow,G. London,London,0.770,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Car parks,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,1,4,Private,UDP PROPOSAL SITE 1
2007,545000114,,02216009,515392,188007,,HARROW ON THE HILL STATION AND ADJACENT LAND,STATION APPROACH,,HARROW,HA1 1BB,Harrow,G. London,London,5.800,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Transport tracks & ways,Allocated in Local Plan,Mixed with Housing,Yes,Mixed,1,1,Private,UDP PROPOSAL SITE 6
2007,545000142,,21206012Z,515640,188023,,GAYTON ROAD LIBRARY,GAYTON ROAD,,HARROW,HA1 2HL,Harrow,G. London,London,0.300,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Community Services,Allocated in Local Plan,Mixed with Housing,Yes,Dont't know,1,7,Local Authority,UDP PROPOSAL SITE 5
2007,545000144,,10466169,513381,191192,,HARROW ARTS CENTRE,UXBRIDGE ROAD,HATCH END,PINNER,HA5 4EA,Harrow,G. London,London,3.400,D - Previously developed land or buildings currently in use and allocated in local plan or with planning permission,Unknown,Education,Allocated in Local Plan,Other,No,Other,0,0,Local Authority,UDP PROPOSAL SITE 16
